code,category,family,status,fetched_at
DVAL,Large Value,Franklin Templeton Investments,ok,2026-07-19T07:26:17+00:00
DVDN,Real Estate,Kingsbarn Capital,ok,2026-07-19T07:26:18+00:00
DVGR,Large Value,"Dividend Assets Capital, LLC",ok,2026-07-19T07:26:18+00:00
DVIN,Industrials,WEBs Investments Inc.,ok,2026-07-19T07:26:19+00:00
DVLU,Mid-Cap Value,First Trust,ok,2026-07-19T07:26:20+00:00
DVND,Large Value,Touchstone,ok,2026-07-19T07:26:20+00:00
DVOL,Large Blend,First Trust,ok,2026-07-19T07:26:21+00:00
DVQQ,Large Growth,WEBs Investments Inc.,ok,2026-07-19T07:26:22+00:00
DVRE,Real Estate,WEBs Investments Inc.,ok,2026-07-19T07:26:22+00:00
DVSP,Large Blend,WEBs Investments Inc.,ok,2026-07-19T07:26:23+00:00
DVUT,Utilities,WEBs Investments Inc.,ok,2026-07-19T07:26:24+00:00
DVVY,Large Value,Invesco,ok,2026-07-19T07:26:24+00:00
DVXB,Natural Resources,WEBs Investments Inc.,ok,2026-07-19T07:26:25+00:00
DVXC,Communications,WEBs Investments Inc.,ok,2026-07-19T07:26:26+00:00
DVXE,Equity Energy,WEBs Investments Inc.,ok,2026-07-19T07:26:26+00:00
DVXF,Financial,WEBs Investments Inc.,ok,2026-07-19T07:26:27+00:00
DVXK,Technology,WEBs Investments Inc.,ok,2026-07-19T07:26:28+00:00
DVXP,Consumer Defensive,WEBs Investments Inc.,ok,2026-07-19T07:26:28+00:00
DVXV,Health,WEBs Investments Inc.,ok,2026-07-19T07:26:29+00:00
DVXY,Consumer Cyclical,WEBs Investments Inc.,ok,2026-07-19T07:26:30+00:00
DVY,Mid-Cap Value,iShares,ok,2026-07-19T07:26:30+00:00
DVYA,Focused Region,iShares,ok,2026-07-19T07:26:31+00:00
DVYE,Diversified Emerging Mkts,iShares,ok,2026-07-19T07:26:32+00:00
DWAS,Small Blend,Invesco,ok,2026-07-19T07:26:33+00:00
DWAW,Large Blend,AdvisorShares,ok,2026-07-19T07:26:33+00:00
DWLD,Global Large-Stock Blend,Davis ETFs,ok,2026-07-19T07:26:34+00:00
DWM,Foreign Large Value,WisdomTree,ok,2026-07-19T07:26:35+00:00
DWMF,Foreign Large Value,WisdomTree,ok,2026-07-19T07:26:35+00:00
DWSH,Trading--Inverse Equity,AdvisorShares,ok,2026-07-19T07:26:36+00:00
DWUS,Large Blend,AdvisorShares,ok,2026-07-19T07:26:37+00:00
DWWN,Long Government,Principal Funds,ok,2026-07-19T07:26:37+00:00
DWX,Foreign Large Value,State Street Investment Management,ok,2026-07-19T07:26:38+00:00
DXD,Trading--Inverse Equity,ProShares,ok,2026-07-19T07:26:39+00:00
DXIV,Foreign Small/Mid Value,Dimensional Fund Advisors,ok,2026-07-19T07:26:39+00:00
DXJ,Japan Stock,WisdomTree,ok,2026-07-19T07:26:40+00:00
DXUV,Mid-Cap Value,Dimensional Fund Advisors,ok,2026-07-19T07:26:40+00:00
DYFI,Multisector Bond,"IDX Advisors, LLC",ok,2026-07-19T07:26:41+00:00
DYLD,Multisector Bond,"Redwood Investment Management, LLC",ok,2026-07-19T07:26:42+00:00
DYLG,Derivative Income,Global X Funds,ok,2026-07-19T07:26:43+00:00
DYNB,Multisector Bond,Hartford Mutual Funds,ok,2026-07-19T07:26:43+00:00
DYNF,Large Blend,iShares,ok,2026-07-19T07:26:44+00:00
DYTA,Tactical Allocation,Summit Global Investments,ok,2026-07-19T07:26:45+00:00
DZZ,Trading--Inverse Commodities,Deutsche Bank AG,ok,2026-07-19T07:26:45+00:00
EAFG,Foreign Large Growth,Pacer,ok,2026-07-19T07:26:46+00:00
EAGG,Intermediate Core Bond,iShares,ok,2026-07-19T07:26:47+00:00
EAGL,Large Blend,"Eagle Capital Management, LLC",ok,2026-07-19T07:26:47+00:00
EALT,Defined Outcome,Innovator ETFs,ok,2026-07-19T07:26:48+00:00
EAOA,Global Aggressive Allocation,iShares,ok,2026-07-19T07:26:49+00:00
EAOK,Global Conservative Allocation,iShares,ok,2026-07-19T07:26:49+00:00
EAOM,Global Moderately Conservative Allocation,iShares,ok,2026-07-19T07:26:50+00:00
EAOR,Global Moderate Allocation,iShares,ok,2026-07-19T07:26:51+00:00
EAPR,Defined Outcome,Innovator ETFs,ok,2026-07-19T07:26:51+00:00
EART,Natural Resources,Global X Funds,ok,2026-07-19T07:26:52+00:00
EASG,Foreign Large Blend,Xtrackers,ok,2026-07-19T07:26:53+00:00
EASY,Large Blend,Liberty One Investment Management,ok,2026-07-19T07:26:53+00:00
EBI,Large Blend,Longview Funds,ok,2026-07-19T07:26:54+00:00
EBIT,Small Value,Harbor Capital Advisors Inc,ok,2026-07-19T07:26:55+00:00
EBIZ,Consumer Cyclical,Global X Funds,ok,2026-07-19T07:26:55+00:00
EBND,Emerging-Markets Local-Currency Bond,State Street Investment Management,ok,2026-07-19T07:26:56+00:00
EBUF,Defined Outcome,Innovator ETFs,ok,2026-07-19T07:26:57+00:00
ECH,Focused Region,iShares,ok,2026-07-19T07:26:57+00:00
ECHX,Trading--Leveraged Equity,Themes ETF Trust,ok,2026-07-19T07:26:58+00:00
ECML,Small Value,"Euclidean Technologies Management, LLC",ok,2026-07-19T07:26:59+00:00
ECNS,Greater China Region,iShares,ok,2026-07-19T07:26:59+00:00
ECON,Diversified Emerging Mkts,Columbia Threadneedle,ok,2026-07-19T07:27:00+00:00
ECOW,Diversified Emerging Mkts,Pacer,ok,2026-07-19T07:27:01+00:00
EDC,Trading--Leveraged Equity,Direxion Funds,ok,2026-07-19T07:27:01+00:00
EDEN,Focused Region,iShares,ok,2026-07-19T07:27:02+00:00
EDGE,Derivative Income,"MRBL Management, LLC",ok,2026-07-19T07:27:03+00:00
EDGF,Intermediate Core Bond,3EDGE Asset Management LP,ok,2026-07-19T07:27:03+00:00
EDGH,Commodities Broad Basket,3EDGE Asset Management LP,ok,2026-07-19T07:27:04+00:00
EDGI,Foreign Large Blend,3EDGE Asset Management LP,ok,2026-07-19T07:27:05+00:00
EDGQ,,,empty,2026-07-19T07:27:05+00:00
EDGU,Large Blend,3EDGE Asset Management LP,ok,2026-07-19T07:27:06+00:00
EDGX,,,empty,2026-07-19T07:27:07+00:00
EDIV,Diversified Emerging Mkts,State Street Investment Management,ok,2026-07-19T07:27:07+00:00
EDOG,Diversified Emerging Mkts,ALPS,ok,2026-07-19T07:27:08+00:00
EDOW,Large Value,First Trust,ok,2026-07-19T07:27:09+00:00
EDV,Long Government,Vanguard,ok,2026-07-19T07:27:09+00:00
EDZ,Trading--Inverse Equity,Direxion Funds,ok,2026-07-19T07:27:10+00:00
EEE,Tactical Allocation,"CYBER HORNET ETFs, LLC",ok,2026-07-19T07:27:11+00:00
EELV,Diversified Emerging Mkts,Invesco,ok,2026-07-19T07:27:11+00:00
EEM,Diversified Emerging Mkts,iShares,ok,2026-07-19T07:27:12+00:00
EEMA,Pacific/Asia ex-Japan Stk,iShares,ok,2026-07-19T07:27:13+00:00
EEMO,Diversified Emerging Mkts,Invesco,ok,2026-07-19T07:27:14+00:00
EEMS,Diversified Emerging Mkts,iShares,ok,2026-07-19T07:27:14+00:00
EEMV,Diversified Emerging Mkts,iShares,ok,2026-07-19T07:27:15+00:00
EEMX,Diversified Emerging Mkts,State Street Investment Management,ok,2026-07-19T07:27:16+00:00
EES,Small Value,WisdomTree,ok,2026-07-19T07:27:16+00:00
EET,Trading--Leveraged Equity,ProShares,ok,2026-07-19T07:27:17+00:00
EETH,Digital Assets,ProShares,ok,2026-07-19T07:27:18+00:00
EEV,Trading--Inverse Equity,ProShares,ok,2026-07-19T07:27:18+00:00
EFA,Foreign Large Blend,iShares,ok,2026-07-19T07:27:19+00:00
EFAA,Derivative Income,Invesco,ok,2026-07-19T07:27:20+00:00
EFAD,Foreign Large Blend,ProShares,ok,2026-07-19T07:27:20+00:00
EFAS,Foreign Large Value,Global X Funds,ok,2026-07-19T07:27:21+00:00
EFAV,Foreign Large Blend,iShares,ok,2026-07-19T07:27:21+00:00
EFAX,Foreign Large Blend,State Street Investment Management,ok,2026-07-19T07:27:22+00:00
EFFE,Diversified Emerging Mkts,Harbor Capital Advisors Inc,ok,2026-07-19T07:27:23+00:00
EFFI,Foreign Large Blend,Harbor Capital Advisors Inc,ok,2026-07-19T07:27:23+00:00
EFG,Foreign Large Growth,iShares,ok,2026-07-19T07:27:24+00:00
EFIV,Large Blend,State Street Investment Management,ok,2026-07-19T07:27:25+00:00
EFNL,Focused Region,iShares,ok,2026-07-19T07:27:25+00:00
EFO,Trading--Leveraged Equity,ProShares,ok,2026-07-19T07:27:26+00:00
EFRA,Infrastructure,iShares,ok,2026-07-19T07:27:27+00:00
EFU,Trading--Inverse Equity,ProShares,ok,2026-07-19T07:27:28+00:00
EFV,Foreign Large Value,iShares,ok,2026-07-19T07:27:28+00:00
EFZ,Trading--Inverse Equity,ProShares,ok,2026-07-19T07:27:29+00:00
EGGQ,Equity Hedged,NestYield,ok,2026-07-19T07:27:30+00:00
EGGS,Equity Hedged,NestYield,ok,2026-07-19T07:27:30+00:00
EGGY,Equity Hedged,NestYield,ok,2026-07-19T07:27:31+00:00
EGLE,Large Blend,Global X Funds,ok,2026-07-19T07:27:31+00:00
EGUS,Large Growth,iShares,ok,2026-07-19T07:27:32+00:00
EHCC,Digital Assets,Global X Funds,ok,2026-07-19T07:27:33+00:00
EHY,Digital Assets,Amplify ETFs,ok,2026-07-19T07:27:33+00:00
EIDO,Focused Region,iShares,ok,2026-07-19T07:27:34+00:00
EINC,Energy Limited Partnership,VanEck,ok,2026-07-19T07:27:35+00:00
EIPI,Derivative Income,First Trust,ok,2026-07-19T07:27:35+00:00
EIPX,Equity Energy,First Trust,ok,2026-07-19T07:27:36+00:00
EIRL,Focused Region,iShares,ok,2026-07-19T07:27:37+00:00
EIS,Focused Region,iShares,ok,2026-07-19T07:27:37+00:00
EJAN,Defined Outcome,Innovator ETFs,ok,2026-07-19T07:27:38+00:00
EJUL,Defined Outcome,Innovator ETFs,ok,2026-07-19T07:27:39+00:00
EKG,Health,First Trust,ok,2026-07-19T07:27:39+00:00
ELCV,Large Value,Eventide Funds,ok,2026-07-19T07:27:40+00:00
ELD,Emerging-Markets Local-Currency Bond,WisdomTree,ok,2026-07-19T07:27:41+00:00
ELFY,Utilities,ALPS,ok,2026-07-19T07:27:41+00:00
ELIL,Trading--Leveraged Equity,Direxion Funds,ok,2026-07-19T07:27:42+00:00
ELM,Global Moderately Aggressive Allocation,Elm Partners Management LLC,ok,2026-07-19T07:27:43+00:00
EMB,Emerging Markets Bond,iShares,ok,2026-07-19T07:27:43+00:00
EMBD,Emerging Markets Bond,Global X Funds,ok,2026-07-19T07:27:44+00:00
EMBX,Emerging Markets Bond,VanEck,ok,2026-07-19T07:27:45+00:00
EMC,Diversified Emerging Mkts,Global X Funds,ok,2026-07-19T07:27:45+00:00
EMCB,Emerging Markets Bond,WisdomTree,ok,2026-07-19T07:27:46+00:00
EMCR,Diversified Emerging Mkts,Xtrackers,ok,2026-07-19T07:27:47+00:00
EMCS,Diversified Emerging Mkts,Xtrackers,ok,2026-07-19T07:27:47+00:00
EMDM,Diversified Emerging Mkts,First Trust,ok,2026-07-19T07:27:48+00:00
EMDV,Diversified Emerging Mkts,ProShares,ok,2026-07-19T07:27:49+00:00
EMEM,Diversified Emerging Mkts,Sophus Capital,ok,2026-07-19T07:27:49+00:00
EMEQ,Diversified Emerging Mkts,Nomura,ok,2026-07-19T07:27:50+00:00
EMES,Diversified Emerging Mkts,Harbor Capital Advisors Inc,ok,2026-07-19T07:27:51+00:00
EMET,,,empty,2026-07-19T07:27:51+00:00
EMGF,Diversified Emerging Mkts,iShares,ok,2026-07-19T07:27:52+00:00
EMHC,Emerging Markets Bond,State Street Investment Management,ok,2026-07-19T07:27:53+00:00
EMHY,Emerging Markets Bond,iShares,ok,2026-07-19T07:27:53+00:00
EMIF,Diversified Emerging Mkts,iShares,ok,2026-07-19T07:27:54+00:00
EMJL,Defined Outcome,Corgi Funds,ok,2026-07-19T07:27:55+00:00
EMJN,Defined Outcome,Corgi Funds,ok,2026-07-19T07:27:55+00:00
EMKT,Diversified Emerging Mkts,Lazard,ok,2026-07-19T07:27:56+00:00
EMLC,Emerging-Markets Local-Currency Bond,VanEck,ok,2026-07-19T07:27:57+00:00
EMLP,Energy Limited Partnership,First Trust,ok,2026-07-19T07:27:57+00:00
EMM,Diversified Emerging Mkts,Global X Funds,ok,2026-07-19T07:27:58+00:00
EMMF,Diversified Emerging Mkts,WisdomTree,ok,2026-07-19T07:27:59+00:00
EMMY,Defined Outcome,Corgi Funds,ok,2026-07-19T07:27:59+00:00
EMNT,Ultrashort Bond,PIMCO,ok,2026-07-19T07:28:00+00:00
EMOP,Diversified Emerging Mkts,AllianceBernstein,ok,2026-07-19T07:28:01+00:00
EMOT,Large Blend,First Trust,ok,2026-07-19T07:28:01+00:00
EMPB,Long-Short Equity,"NextGen EMP, Inc.",ok,2026-07-19T07:28:02+00:00
EMQQ,Diversified Emerging Mkts,EMQQ,ok,2026-07-19T07:28:03+00:00
EMSC,Diversified Emerging Mkts,Sophus Capital,ok,2026-07-19T07:28:03+00:00
EMSF,Diversified Emerging Mkts,Matthews Asia Funds,ok,2026-07-19T07:28:04+00:00
EMTL,Emerging Markets Bond,State Street Investment Management,ok,2026-07-19T07:28:05+00:00
EMTY,Trading--Inverse Equity,ProShares,ok,2026-07-19T07:28:05+00:00
EMXC,Diversified Emerging Mkts,iShares,ok,2026-07-19T07:28:06+00:00
EMXF,Diversified Emerging Mkts,iShares,ok,2026-07-19T07:28:07+00:00
EMXX,Trading--Leveraged Equity,Corgi Funds,ok,2026-07-19T07:28:07+00:00
ENDW,Tactical Allocation,Cambria,ok,2026-07-19T07:28:08+00:00
ENFR,Energy Limited Partnership,ALPS,ok,2026-07-19T07:28:09+00:00
ENHI,Foreign Large Blend,iShares,ok,2026-07-19T07:28:10+00:00
ENHU,Large Blend,iShares,ok,2026-07-19T07:28:10+00:00
ENOR,Focused Region,iShares,ok,2026-07-19T07:28:11+00:00
ENTL,Trading--Leveraged Equity,Themes ETF Trust,ok,2026-07-19T07:28:12+00:00
ENZL,Focused Region,iShares,ok,2026-07-19T07:28:12+00:00
EO,Trading--Leveraged Equity,Corgi Funds,ok,2026-07-19T07:28:13+00:00
EOCT,Defined Outcome,Innovator ETFs,ok,2026-07-19T07:28:14+00:00
EOSU,Trading--Leveraged Equity,Rex,ok,2026-07-19T07:28:14+00:00
EPAI,Technology,Harbor Capital Advisors Inc,ok,2026-07-19T07:28:15+00:00
EPEM,Diversified Emerging Mkts,Harbor Capital Advisors Inc,ok,2026-07-19T07:28:16+00:00
EPHE,Focused Region,iShares,ok,2026-07-19T07:28:17+00:00
EPI,India Equity,WisdomTree,ok,2026-07-19T07:28:17+00:00
EPIN,Foreign Large Blend,Harbor Capital Advisors Inc,ok,2026-07-19T07:28:18+00:00
EPMB,Mid-Cap Blend,Harbor Capital Advisors Inc,ok,2026-07-19T07:28:19+00:00
EPMV,Mid-Cap Value,Harbor Capital Advisors Inc,ok,2026-07-19T07:28:19+00:00
EPOL,Focused Region,iShares,ok,2026-07-19T07:28:20+00:00
EPP,Pacific/Asia ex-Japan Stk,iShares,ok,2026-07-19T07:28:21+00:00
EPRF,Preferred Stock,Innovator ETFs,ok,2026-07-19T07:28:21+00:00
EPS,Large Value,WisdomTree,ok,2026-07-19T07:28:22+00:00
EPSB,Small Blend,Harbor Capital Advisors Inc,ok,2026-07-19T07:28:23+00:00
EPSV,Small Value,Harbor Capital Advisors Inc,ok,2026-07-19T07:28:23+00:00
EPU,Focused Region,iShares,ok,2026-07-19T07:28:24+00:00
EPV,Trading--Inverse Equity,ProShares,ok,2026-07-19T07:28:24+00:00
EQAL,Mid-Cap Blend,Invesco,ok,2026-07-19T07:28:25+00:00
EQIN,Large Value,Columbia Threadneedle,ok,2026-07-19T07:28:26+00:00
EQL,Large Value,ALPS,ok,2026-07-19T07:28:26+00:00
EQLT,Diversified Emerging Mkts,iShares,ok,2026-07-19T07:28:27+00:00
EQRR,Mid-Cap Value,ProShares,ok,2026-07-19T07:28:28+00:00
EQTY,Large Blend,kovitzetf,ok,2026-07-19T07:28:28+00:00
EQWL,Large Value,Invesco,ok,2026-07-19T07:28:29+00:00
ERET,Global Real Estate,iShares,ok,2026-07-19T07:28:30+00:00
ERTH,Global Large-Stock Blend,Invesco,ok,2026-07-19T07:28:31+00:00
ERX,Trading--Leveraged Equity,Direxion Funds,ok,2026-07-19T07:28:31+00:00
ERY,Trading--Inverse Equity,Direxion Funds,ok,2026-07-19T07:28:32+00:00
ESBG,,,empty,2026-07-19T07:28:33+00:00
ESG,Large Blend,Flexshares Trust,ok,2026-07-19T07:28:33+00:00
ESGD,Foreign Large Blend,iShares,ok,2026-07-19T07:28:34+00:00
ESGE,Diversified Emerging Mkts,iShares,ok,2026-07-19T07:28:35+00:00
ESGG,Global Large-Stock Blend,Flexshares Trust,ok,2026-07-19T07:28:35+00:00
ESGU,Large Blend,iShares,ok,2026-07-19T07:28:36+00:00
ESGV,Large Blend,Vanguard,ok,2026-07-19T07:28:37+00:00
ESIM,,,empty,2026-07-19T07:28:37+00:00
ESLG,,,empty,2026-07-19T07:28:38+00:00
ESLV,,,empty,2026-07-19T07:28:39+00:00
ESML,Small Blend,iShares,ok,2026-07-19T07:28:39+00:00
ESMV,Large Blend,iShares,ok,2026-07-19T07:28:40+00:00
ESN,Large Value,KKM Financial LLC,ok,2026-07-19T07:28:41+00:00
ESPO,Communications,VanEck,ok,2026-07-19T07:28:42+00:00
ESSC,,,empty,2026-07-19T07:28:42+00:00
ESUM,,,empty,2026-07-19T07:28:43+00:00
ETCO,,,empty,2026-07-19T07:28:44+00:00
ETEC,Miscellaneous Sector,iShares,ok,2026-07-19T07:28:44+00:00
ETFT,,,empty,2026-07-19T07:28:45+00:00
ETH,Digital Assets,Grayscale,ok,2026-07-19T07:28:46+00:00
ETHA,Digital Assets,iShares,ok,2026-07-19T07:28:46+00:00
ETHB,Digital Assets,iShares,ok,2026-07-19T07:28:47+00:00
ETHD,Digital Assets,ProShares,ok,2026-07-19T07:28:47+00:00
ETHE,Digital Assets,Grayscale,ok,2026-07-19T07:28:48+00:00
ETHO,Mid-Cap Blend,Amplify ETFs,ok,2026-07-19T07:28:49+00:00
ETHT,Digital Assets,ProShares,ok,2026-07-19T07:28:49+00:00
ETHU,Digital Assets,Volatility Shares Trust,ok,2026-07-19T07:28:50+00:00
ETHV,Digital Assets,VanEck,ok,2026-07-19T07:28:51+00:00
ETHW,Digital Assets,Bitwise Investments,ok,2026-07-19T07:28:52+00:00
ETNG,Trading--Leveraged Equity,Themes ETF Trust,ok,2026-07-19T07:28:52+00:00
ETRL,,,empty,2026-07-19T07:28:53+00:00
ETTY,Digital Assets,Amplify ETFs,ok,2026-07-19T07:28:54+00:00
ETU,Trading--Miscellaneous,Rex,ok,2026-07-19T07:28:54+00:00
EUAD,Industrials,Select Funds,ok,2026-07-19T07:28:55+00:00
EUDG,Europe Stock,WisdomTree,ok,2026-07-19T07:28:55+00:00
EUDV,Europe Stock,ProShares,ok,2026-07-19T07:28:56+00:00
EUFN,Europe Stock,iShares,ok,2026-07-19T07:28:57+00:00
EUHY,,,empty,2026-07-19T07:28:58+00:00
EUIG,Global Bond-USD Hedged,iShares,ok,2026-07-19T07:28:58+00:00
EUM,Trading--Inverse Equity,ProShares,ok,2026-07-19T07:28:59+00:00
EUO,Trading--Miscellaneous,ProShares,ok,2026-07-19T07:29:00+00:00
EURL,Trading--Leveraged Equity,Direxion Funds,ok,2026-07-19T07:29:00+00:00
EUSA,Mid-Cap Blend,iShares,ok,2026-07-19T07:29:01+00:00
EUSB,Intermediate Core-Plus Bond,iShares,ok,2026-07-19T07:29:02+00:00
EUV,Technology,Corgi Funds,ok,2026-07-19T07:29:02+00:00
EUVX,Trading--Leveraged Equity,Corgi Funds,ok,2026-07-19T07:29:03+00:00
EVHY,High Yield Bond,Eaton Vance ETFs,ok,2026-07-19T07:29:03+00:00
EVIM,Muni National Interm,Eaton Vance ETFs,ok,2026-07-19T07:29:04+00:00
EVLN,Bank Loan,Eaton Vance ETFs,ok,2026-07-19T07:29:05+00:00
EVLU,Diversified Emerging Mkts,iShares,ok,2026-07-19T07:29:05+00:00
EVMO,Securitized Bond - Diversified,Eaton Vance ETFs,ok,2026-07-19T07:29:06+00:00
EVMT,Commodities Focused,Invesco,ok,2026-07-19T07:29:07+00:00
EVMU,,,empty,2026-07-19T07:29:07+00:00
EVNT,Event Driven,AltShares,ok,2026-07-19T07:29:08+00:00
EVPF,Preferred Stock,Eaton Vance ETFs,ok,2026-07-19T07:29:09+00:00
EVSB,Ultrashort Bond,Eaton Vance ETFs,ok,2026-07-19T07:29:09+00:00
EVSD,Short-Term Bond,Eaton Vance ETFs,ok,2026-07-19T07:29:10+00:00
EVSM,Muni National Short,Eaton Vance ETFs,ok,2026-07-19T07:29:11+00:00
EVTR,Intermediate Core-Plus Bond,Eaton Vance ETFs,ok,2026-07-19T07:29:12+00:00
EVUS,Large Value,iShares,ok,2026-07-19T07:29:12+00:00
EVX,Industrials,VanEck,ok,2026-07-19T07:29:13+00:00
EVYM,High Yield Muni,Eaton Vance ETFs,ok,2026-07-19T07:29:13+00:00
EWA,Focused Region,iShares,ok,2026-07-19T07:29:14+00:00
EWC,Focused Region,iShares,ok,2026-07-19T07:29:15+00:00
EWD,Focused Region,iShares,ok,2026-07-19T07:29:15+00:00
EWG,Focused Region,iShares,ok,2026-07-19T07:29:16+00:00
EWH,Greater China Region,iShares,ok,2026-07-19T07:29:17+00:00
EWI,Focused Region,iShares,ok,2026-07-19T07:29:17+00:00
EWJ,Japan Stock,iShares,ok,2026-07-19T07:29:18+00:00
EWJV,Japan Stock,iShares,ok,2026-07-19T07:29:19+00:00
EWK,Focused Region,iShares,ok,2026-07-19T07:29:19+00:00
EWL,Focused Region,iShares,ok,2026-07-19T07:29:20+00:00
EWM,Focused Region,iShares,ok,2026-07-19T07:29:21+00:00
EWN,Focused Region,iShares,ok,2026-07-19T07:29:21+00:00
EWO,Focused Region,iShares,ok,2026-07-19T07:29:22+00:00
EWP,Focused Region,iShares,ok,2026-07-19T07:29:23+00:00
EWQ,Focused Region,iShares,ok,2026-07-19T07:29:23+00:00
EWS,Focused Region,iShares,ok,2026-07-19T07:29:24+00:00
EWT,Greater China Region,iShares,ok,2026-07-19T07:29:25+00:00
EWU,Focused Region,iShares,ok,2026-07-19T07:29:25+00:00
EWUS,Focused Region,iShares,ok,2026-07-19T07:29:26+00:00
EWV,Trading--Inverse Equity,ProShares,ok,2026-07-19T07:29:27+00:00
EWW,Focused Region,iShares,ok,2026-07-19T07:29:27+00:00
EWX,Diversified Emerging Mkts,State Street Investment Management,ok,2026-07-19T07:29:28+00:00
EWY,Focused Region,iShares,ok,2026-07-19T07:29:29+00:00
EWZ,Focused Region,iShares,ok,2026-07-19T07:29:29+00:00
EWZS,Focused Region,iShares,ok,2026-07-19T07:29:30+00:00
EXEQ,,,empty,2026-07-19T07:29:31+00:00
EXI,Industrials,iShares,ok,2026-07-19T07:29:32+00:00
EXUS,Foreign Large Blend,Nomura,ok,2026-07-19T07:29:32+00:00
EYEG,Corporate Bond,AllianceBernstein,ok,2026-07-19T07:29:33+00:00
EYES,Technology,Corgi Funds,ok,2026-07-19T07:29:34+00:00
EYLD,Diversified Emerging Mkts,Cambria,ok,2026-07-19T07:29:34+00:00
EZA,Focused Region,iShares,ok,2026-07-19T07:29:35+00:00
EZBC,Digital Assets,Franklin Templeton Investments,ok,2026-07-19T07:29:36+00:00
EZET,Digital Assets,Franklin Templeton Investments,ok,2026-07-19T07:29:36+00:00
EZJ,Trading--Leveraged Equity,ProShares,ok,2026-07-19T07:29:37+00:00
EZM,Small Value,WisdomTree,ok,2026-07-19T07:29:38+00:00
EZMO,Large Growth,Teucrium,ok,2026-07-19T07:29:38+00:00
EZPZ,Digital Assets,Franklin Templeton Investments,ok,2026-07-19T07:29:39+00:00
EZRO,Miscellaneous Sector,Teucrium,ok,2026-07-19T07:29:40+00:00
EZU,Europe Stock,iShares,ok,2026-07-19T07:29:40+00:00
FAAA,Securitized Bond - Focused,Fidelity Investments,ok,2026-07-19T07:29:41+00:00
FAAR,Commodities Broad Basket,First Trust,ok,2026-07-19T07:29:42+00:00
FAB,Mid-Cap Value,First Trust,ok,2026-07-19T07:29:42+00:00
FAD,Mid-Cap Growth,First Trust,ok,2026-07-19T07:29:43+00:00
FAI,Technology,First Trust,ok,2026-07-19T07:29:44+00:00
FALN,High Yield Bond,iShares,ok,2026-07-19T07:29:44+00:00
FAN,Miscellaneous Sector,First Trust,ok,2026-07-19T07:29:45+00:00
FAPR,Defined Outcome,First Trust,ok,2026-07-19T07:29:46+00:00
FARX,Global Conservative Allocation,"Frontier Asset Management, LLC",ok,2026-07-19T07:29:46+00:00
FAS,Trading--Leveraged Equity,Direxion Funds,ok,2026-07-19T07:29:47+00:00
FAUG,Defined Outcome,First Trust,ok,2026-07-19T07:29:48+00:00
FAZ,Trading--Inverse Equity,Direxion Funds,ok,2026-07-19T07:29:48+00:00
FB,Defined Outcome,ProShares,ok,2026-07-19T07:29:49+00:00
FBCG,Large Growth,Fidelity Investments,ok,2026-07-19T07:29:50+00:00
FBCV,Large Value,Fidelity Investments,ok,2026-07-19T07:29:50+00:00
FBDC,Financial,First Trust,ok,2026-07-19T07:29:51+00:00
FBL,Trading--Leveraged Equity,Graniteshares,ok,2026-07-19T07:29:51+00:00
FBND,Intermediate Core-Plus Bond,Fidelity Investments,ok,2026-07-19T07:29:52+00:00
FBOT,Global Large-Stock Growth,Fidelity Investments,ok,2026-07-19T07:29:53+00:00
FBT,Health,First Trust,ok,2026-07-19T07:29:53+00:00
FBTC,Digital Assets,Fidelity Investments,ok,2026-07-19T07:29:54+00:00
FBUF,Equity Hedged,Fidelity Investments,ok,2026-07-19T07:29:55+00:00
FBX,Trading--Leveraged Equity,Corgi Funds,ok,2026-07-19T07:29:56+00:00
FBY,Derivative Income,YieldMax ETFs,ok,2026-07-19T07:29:56+00:00
FBYY,Derivative Income,Graniteshares,ok,2026-07-19T07:29:57+00:00
FCA,Greater China Region,First Trust,ok,2026-07-19T07:29:58+00:00
FCAL,Muni California Long,First Trust,ok,2026-07-19T07:29:58+00:00
FCBD,Intermediate Core-Plus Bond,"Frontier Asset Management, LLC",ok,2026-07-19T07:29:59+00:00
FCEF,Global Moderately Conservative Allocation,First Trust,ok,2026-07-19T07:30:00+00:00
FCFY,Mid-Cap Value,First Trust,ok,2026-07-19T07:30:00+00:00
FCG,Equity Energy,First Trust,ok,2026-07-19T07:30:01+00:00
FCLD,Technology,Fidelity Investments,ok,2026-07-19T07:30:02+00:00
FCLO,Securitized Bond - Focused,Fidelity Investments,ok,2026-07-19T07:30:02+00:00
FCOM,Communications,Fidelity Investments,ok,2026-07-19T07:30:03+00:00
FCOR,Corporate Bond,Fidelity Investments,ok,2026-07-19T07:30:04+00:00
FCPI,Large Blend,Fidelity Investments,ok,2026-07-19T07:30:04+00:00
FCSH,Short-Term Bond,Federated,ok,2026-07-19T07:30:05+00:00
FCTE,Large Blend,3fourteensmi,ok,2026-07-19T07:30:06+00:00
FCTR,Large Blend,First Trust,ok,2026-07-19T07:30:06+00:00
FCUS,Mid-Cap Growth,Pinnacle,ok,2026-07-19T07:30:07+00:00
FCVT,Convertibles,First Trust,ok,2026-07-19T07:30:08+00:00
FCXG,Trading--Leveraged Equity,Themes ETF Trust,ok,2026-07-19T07:30:08+00:00
FDAT,Tactical Allocation,Tactical Advantage,ok,2026-07-19T07:30:09+00:00
