code,category,family,status,fetched_at
FDCF,Communications,Fidelity Investments,ok,2026-07-19T07:30:10+00:00
FDD,Europe Stock,First Trust,ok,2026-07-19T07:30:10+00:00
FDEC,Defined Outcome,First Trust,ok,2026-07-19T07:30:11+00:00
FDEM,Diversified Emerging Mkts,Fidelity Investments,ok,2026-07-19T07:30:12+00:00
FDEV,Foreign Large Blend,Fidelity Investments,ok,2026-07-19T07:30:12+00:00
FDFF,Financial,Fidelity Investments,ok,2026-07-19T07:30:13+00:00
FDG,Large Growth,American Century Investments,ok,2026-07-19T07:30:14+00:00
FDHY,High Yield Bond,Fidelity Investments,ok,2026-07-19T07:30:14+00:00
FDIF,Large Growth,Fidelity Investments,ok,2026-07-19T07:30:15+00:00
FDIG,Equity Digital Assets,Fidelity Investments,ok,2026-07-19T07:30:16+00:00
FDIQ,Financial,Invesco,ok,2026-07-19T07:30:16+00:00
FDIS,Consumer Cyclical,Fidelity Investments,ok,2026-07-19T07:30:17+00:00
FDIV,Mid-Cap Value,MarketDesk,ok,2026-07-19T07:30:18+00:00
FDL,Large Value,First Trust,ok,2026-07-19T07:30:18+00:00
FDLO,Large Blend,Fidelity Investments,ok,2026-07-19T07:30:19+00:00
FDLS,Small Blend,Inspire,ok,2026-07-19T07:30:20+00:00
FDM,Small Value,First Trust,ok,2026-07-19T07:30:20+00:00
FDMO,Large Growth,Fidelity Investments,ok,2026-07-19T07:30:21+00:00
FDN,Technology,First Trust,ok,2026-07-19T07:30:22+00:00
FDND,Derivative Income,First Trust,ok,2026-07-19T07:30:22+00:00
FDNI,Diversified Emerging Mkts,First Trust,ok,2026-07-19T07:30:23+00:00
FDRR,Large Value,Fidelity Investments,ok,2026-07-19T07:30:24+00:00
FDRS,Large Blend,Corgi Funds,ok,2026-07-19T07:30:24+00:00
FDRV,Technology,Fidelity Investments,ok,2026-07-19T07:30:25+00:00
FDRX,Trading--Leveraged Equity,Corgi Funds,ok,2026-07-19T07:30:26+00:00
FDT,Foreign Large Value,First Trust,ok,2026-07-19T07:30:26+00:00
FDTS,Foreign Small/Mid Value,First Trust,ok,2026-07-19T07:30:27+00:00
FDTX,Technology,Fidelity Investments,ok,2026-07-19T07:30:28+00:00
FDV,Large Value,Federated,ok,2026-07-19T07:30:29+00:00
FDVV,Large Value,Fidelity Investments,ok,2026-07-19T07:30:29+00:00
FEAC,Large Blend,Fidelity Investments,ok,2026-07-19T07:30:30+00:00
FEAT,,,empty,2026-07-19T07:30:31+00:00
FEBM,Defined Outcome,First Trust,ok,2026-07-19T07:30:31+00:00
FEBP,Defined Outcome,PGIM,ok,2026-07-19T07:30:32+00:00
FEBT,Defined Outcome,AllianzIM,ok,2026-07-19T07:30:33+00:00
FEBU,Defined Outcome,AllianzIM,ok,2026-07-19T07:30:33+00:00
FEBW,Defined Outcome,AllianzIM,ok,2026-07-19T07:30:34+00:00
FEBZ,Defined Outcome,TrueShares,ok,2026-07-19T07:30:35+00:00
FECM,,,empty,2026-07-19T07:30:35+00:00
FEDM,Foreign Large Blend,Flexshares Trust,ok,2026-07-19T07:30:36+00:00
FEGE,Global Large-Stock Blend,First Eagle,ok,2026-07-19T07:30:37+00:00
FEIG,Corporate Bond,Flexshares Trust,ok,2026-07-19T07:30:37+00:00
FELC,Large Blend,Fidelity Investments,ok,2026-07-19T07:30:38+00:00
FELG,Large Growth,Fidelity Investments,ok,2026-07-19T07:30:39+00:00
FELV,Large Value,Fidelity Investments,ok,2026-07-19T07:30:39+00:00
FEM,Diversified Emerging Mkts,First Trust,ok,2026-07-19T07:30:40+00:00
FEMB,Emerging-Markets Local-Currency Bond,First Trust,ok,2026-07-19T07:30:41+00:00
FEMD,Mid-Cap Value,First Eagle,ok,2026-07-19T07:30:41+00:00
FEMG,,,empty,2026-07-19T07:30:42+00:00
FEMR,Diversified Emerging Mkts,Fidelity Investments,ok,2026-07-19T07:30:43+00:00
FEMS,Diversified Emerging Mkts,First Trust,ok,2026-07-19T07:30:43+00:00
FEMV,,,empty,2026-07-19T07:30:44+00:00
FENI,Foreign Large Blend,Fidelity Investments,ok,2026-07-19T07:30:45+00:00
FENY,Equity Energy,Fidelity Investments,ok,2026-07-19T07:30:45+00:00
FEOE,Foreign Large Blend,First Eagle,ok,2026-07-19T07:30:46+00:00
FEP,Europe Stock,First Trust,ok,2026-07-19T07:30:47+00:00
FEPI,Derivative Income,Rex,ok,2026-07-19T07:30:47+00:00
FESC,,,empty,2026-07-19T07:30:48+00:00
FESM,Small Blend,Fidelity Investments,ok,2026-07-19T07:30:49+00:00
FETH,Digital Assets,Fidelity Investments,ok,2026-07-19T07:30:49+00:00
FEUS,Large Blend,Flexshares Trust,ok,2026-07-19T07:30:50+00:00
FEUZ,Europe Stock,First Trust,ok,2026-07-19T07:30:51+00:00
FEX,Large Blend,First Trust,ok,2026-07-19T07:30:52+00:00
FEZ,Europe Stock,State Street Investment Management,ok,2026-07-19T07:30:52+00:00
FFDI,Foreign Large Growth,Fidelity Investments,ok,2026-07-19T07:30:53+00:00
FFEB,Defined Outcome,First Trust,ok,2026-07-19T07:30:54+00:00
FFEM,Diversified Emerging Mkts,Fidelity Investments,ok,2026-07-19T07:30:54+00:00
FFF,Large Blend,"Founder ETFs, LLC",ok,2026-07-19T07:30:55+00:00
FFGX,Foreign Large Growth,Fidelity Investments,ok,2026-07-19T07:30:56+00:00
FFIU,Long-Term Bond,Spinnaker ETF Trust,ok,2026-07-19T07:30:56+00:00
FFLC,,,empty,2026-07-19T07:30:57+00:00
FFLG,,,empty,2026-07-19T07:30:58+00:00
FFLS,Long-Short Equity,The Future Fund,ok,2026-07-19T07:30:58+00:00
FFLV,Large Value,Fidelity Investments,ok,2026-07-19T07:30:59+00:00
FFND,Large Growth,The Future Fund,ok,2026-07-19T07:31:00+00:00
FFOG,Large Growth,Franklin Templeton Investments,ok,2026-07-19T07:31:00+00:00
FFOX,Mid-Cap Growth,Fund X,ok,2026-07-19T07:31:01+00:00
FFSM,,,empty,2026-07-19T07:31:02+00:00
FFTY,Mid-Cap Growth,Capital-FORCE ETF,ok,2026-07-19T07:31:02+00:00
FFUT,Systematic Trend,Fidelity Investments,ok,2026-07-19T07:31:03+00:00
FGD,Foreign Large Value,First Trust,ok,2026-07-19T07:31:04+00:00
FGDL,Commodities Focused,Franklin Templeton Investments,ok,2026-07-19T07:31:04+00:00
FGM,Focused Region,First Trust,ok,2026-07-19T07:31:05+00:00
FGRU,Trading--Leveraged Equity,Rex,ok,2026-07-19T07:31:06+00:00
FGSI,Derivative Income,First Trust,ok,2026-07-19T07:31:06+00:00
FGSM,Global Small/Mid Stock,"Frontier Asset Management, LLC",ok,2026-07-19T07:31:07+00:00
FHDG,Defined Outcome,First Trust,ok,2026-07-19T07:31:08+00:00
FHEQ,Equity Hedged,Fidelity Investments,ok,2026-07-19T07:31:08+00:00
FHIL,Foreign Large Blend,Federated,ok,2026-07-19T07:31:09+00:00
FHLC,Health,Fidelity Investments,ok,2026-07-19T07:31:10+00:00
FHYS,High Yield Bond,Federated,ok,2026-07-19T07:31:10+00:00
FIAT,Derivative Income,YieldMax ETFs,ok,2026-07-19T07:31:11+00:00
FIAX,Nontraditional Bond,Nicholas Wealth Management,ok,2026-07-19T07:31:12+00:00
FICS,Foreign Large Growth,First Trust,ok,2026-07-19T07:31:12+00:00
FID,Foreign Large Value,First Trust,ok,2026-07-19T07:31:13+00:00
FIDI,Foreign Large Value,Fidelity Investments,ok,2026-07-19T07:31:14+00:00
FIDU,Industrials,Fidelity Investments,ok,2026-07-19T07:31:15+00:00
FIGB,Intermediate Core Bond,Fidelity Investments,ok,2026-07-19T07:31:15+00:00
FIGG,Trading--Leveraged Equity,Themes ETF Trust,ok,2026-07-19T07:31:16+00:00
FIIG,Corporate Bond,First Trust Advisors L.P.,ok,2026-07-19T07:31:17+00:00
FIMU,Muni National Interm,Fidelity Investments,ok,2026-07-19T07:31:17+00:00
FINA,Large Blend,Fidelity Investments,ok,2026-07-19T07:31:18+00:00
FINT,Foreign Large Blend,"Frontier Asset Management, LLC",ok,2026-07-19T07:31:19+00:00
FINX,Technology,Global X Funds,ok,2026-07-19T07:31:19+00:00
FINY,Derivative Income,Graniteshares,ok,2026-07-19T07:31:20+00:00
FISR,Intermediate Core Bond,State Street Investment Management,ok,2026-07-19T07:31:21+00:00
FITE,Technology,State Street Investment Management,ok,2026-07-19T07:31:21+00:00
FITZ,,,empty,2026-07-19T07:31:22+00:00
FIVA,Foreign Large Value,Fidelity Investments,ok,2026-07-19T07:31:23+00:00
FIVY,,,empty,2026-07-19T07:31:23+00:00
FIW,Natural Resources,First Trust,ok,2026-07-19T07:31:24+00:00
FIXD,Intermediate Core-Plus Bond,First Trust,ok,2026-07-19T07:31:25+00:00
FIXP,Multisector Bond,FolioBeyond,ok,2026-07-19T07:31:25+00:00
FIXT,Intermediate Core-Plus Bond,TCW,ok,2026-07-19T07:31:26+00:00
FIYY,,,empty,2026-07-19T07:31:27+00:00
FJAN,Defined Outcome,First Trust,ok,2026-07-19T07:31:27+00:00
FJP,Japan Stock,First Trust,ok,2026-07-19T07:31:28+00:00
FJUL,Defined Outcome,First Trust,ok,2026-07-19T07:31:29+00:00
FJUN,Defined Outcome,First Trust,ok,2026-07-19T07:31:29+00:00
FKU,Focused Region,First Trust,ok,2026-07-19T07:31:30+00:00
FLAG,Large Blend,Global X Funds,ok,2026-07-19T07:31:31+00:00
FLAO,Defined Outcome,AllianzIM,ok,2026-07-19T07:31:31+00:00
FLAU,Focused Region,Franklin Templeton Investments,ok,2026-07-19T07:31:32+00:00
FLAX,Pacific/Asia ex-Japan Stk,Franklin Templeton Investments,ok,2026-07-19T07:31:33+00:00
FLBL,Bank Loan,Franklin Templeton Investments,ok,2026-07-19T07:31:34+00:00
FLBR,Focused Region,Franklin Templeton Investments,ok,2026-07-19T07:31:34+00:00
FLCA,Focused Region,Franklin Templeton Investments,ok,2026-07-19T07:31:35+00:00
FLCB,Intermediate Core Bond,Franklin Templeton Investments,ok,2026-07-19T07:31:36+00:00
FLCC,Large Blend,Federated,ok,2026-07-19T07:31:36+00:00
FLCE,Large Blend,"Frontier Asset Management, LLC",ok,2026-07-19T07:31:37+00:00
FLCG,Large Growth,Federated,ok,2026-07-19T07:31:38+00:00
FLCH,Greater China Region,Franklin Templeton Investments,ok,2026-07-19T07:31:38+00:00
FLCO,Corporate Bond,Franklin Templeton Investments,ok,2026-07-19T07:31:39+00:00
FLCV,Large Value,Federated,ok,2026-07-19T07:31:40+00:00
FLDB,Ultrashort Bond,Fidelity Investments,ok,2026-07-19T07:31:40+00:00
FLDR,Ultrashort Bond,Fidelity Investments,ok,2026-07-19T07:31:41+00:00
FLDZ,Mid-Cap Blend,TrueShares,ok,2026-07-19T07:31:42+00:00
FLEE,Europe Stock,Franklin Templeton Investments,ok,2026-07-19T07:31:42+00:00
FLEU,Europe Stock,Franklin Templeton Investments,ok,2026-07-19T07:31:43+00:00
FLGB,Focused Region,Franklin Templeton Investments,ok,2026-07-19T07:31:44+00:00
FLGR,Focused Region,Franklin Templeton Investments,ok,2026-07-19T07:31:44+00:00
FLGV,Intermediate Government,Franklin Templeton Investments,ok,2026-07-19T07:31:45+00:00
FLHY,High Yield Bond,Franklin Templeton Investments,ok,2026-07-19T07:31:46+00:00
FLIA,Global Bond-USD Hedged,Franklin Templeton Investments,ok,2026-07-19T07:31:46+00:00
FLIN,India Equity,Franklin Templeton Investments,ok,2026-07-19T07:31:47+00:00
FLJH,Japan Stock,Franklin Templeton Investments,ok,2026-07-19T07:31:48+00:00
FLJJ,Defined Outcome,AllianzIM,ok,2026-07-19T07:31:48+00:00
FLJP,Japan Stock,Franklin Templeton Investments,ok,2026-07-19T07:31:49+00:00
FLKR,Focused Region,Franklin Templeton Investments,ok,2026-07-19T07:31:50+00:00
FLLA,Focused Region,Franklin Templeton Investments,ok,2026-07-19T07:31:50+00:00
FLMB,Muni National Long,Franklin Templeton Investments,ok,2026-07-19T07:31:51+00:00
FLMI,High Yield Muni,Franklin Templeton Investments,ok,2026-07-19T07:31:52+00:00
FLMX,Focused Region,Franklin Templeton Investments,ok,2026-07-19T07:31:52+00:00
FLN,Focused Region,First Trust,ok,2026-07-19T07:31:53+00:00
FLOT,Ultrashort Bond,iShares,ok,2026-07-19T07:31:54+00:00
FLOW,Mid-Cap Value,Global X Funds,ok,2026-07-19T07:31:54+00:00
FLQL,Large Blend,Franklin Templeton Investments,ok,2026-07-19T07:31:55+00:00
FLQM,Mid-Cap Blend,Franklin Templeton Investments,ok,2026-07-19T07:31:56+00:00
FLQS,Small Blend,Franklin Templeton Investments,ok,2026-07-19T07:31:56+00:00
FLRG,Large Blend,Fidelity Investments,ok,2026-07-19T07:31:57+00:00
FLRN,Ultrashort Bond,State Street Investment Management,ok,2026-07-19T07:31:58+00:00
FLRT,Bank Loan,Pacer,ok,2026-07-19T07:31:58+00:00
FLSA,Focused Region,Franklin Templeton Investments,ok,2026-07-19T07:31:59+00:00
FLSP,Multistrategy,Franklin Templeton Investments,ok,2026-07-19T07:32:00+00:00
FLSW,Focused Region,Franklin Templeton Investments,ok,2026-07-19T07:32:00+00:00
FLTB,Short-Term Bond,Fidelity Investments,ok,2026-07-19T07:32:01+00:00
FLTR,Ultrashort Bond,VanEck,ok,2026-07-19T07:32:02+00:00
FLTW,Greater China Region,Franklin Templeton Investments,ok,2026-07-19T07:32:02+00:00
FLUD,Ultrashort Bond,Franklin Templeton Investments,ok,2026-07-19T07:32:03+00:00
FLV,Large Value,American Century Investments,ok,2026-07-19T07:32:04+00:00
FLXI,Multisector Bond,Invesco,ok,2026-07-19T07:32:04+00:00
FLXN,High Yield Bond,Horizon Investments,ok,2026-07-19T07:32:05+00:00
FLXR,Multisector Bond,TCW,ok,2026-07-19T07:32:06+00:00
FLYD,Trading--Inverse Equity,BMO Capital Markets,ok,2026-07-19T07:32:07+00:00
FLYT,Trading--Leveraged Equity,AXS,ok,2026-07-19T07:32:07+00:00
FLYU,Trading--Leveraged Equity,BMO Capital Markets,ok,2026-07-19T07:32:08+00:00
FMAG,Large Growth,Fidelity Investments,ok,2026-07-19T07:32:09+00:00
FMAR,Defined Outcome,First Trust,ok,2026-07-19T07:32:09+00:00
FMAT,Natural Resources,Fidelity Investments,ok,2026-07-19T07:32:10+00:00
FMAY,Defined Outcome,First Trust,ok,2026-07-19T07:32:11+00:00
FMB,Muni National Interm,First Trust,ok,2026-07-19T07:32:11+00:00
FMCE,Large Blend,First Manhattan Co.,ok,2026-07-19T07:32:12+00:00
FMCX,Large Blend,First Manhattan Co.,ok,2026-07-19T07:32:13+00:00
FMDE,Mid-Cap Blend,Fidelity Investments,ok,2026-07-19T07:32:13+00:00
FMED,Health,Fidelity Investments,ok,2026-07-19T07:32:14+00:00
FMET,Communications,Fidelity Investments,ok,2026-07-19T07:32:15+00:00
FMF,Systematic Trend,First Trust,ok,2026-07-19T07:32:15+00:00
FMHI,High Yield Muni,First Trust,ok,2026-07-19T07:32:16+00:00
FMKT,Large Blend,Free Markets ETF,ok,2026-07-19T07:32:17+00:00
FMNY,Muni New York Long,First Trust,ok,2026-07-19T07:32:17+00:00
FMQQ,Diversified Emerging Mkts,FMQQ,ok,2026-07-19T07:32:18+00:00
FMTL,,,empty,2026-07-19T07:32:19+00:00
FMTM,Large Growth,MarketDesk,ok,2026-07-19T07:32:19+00:00
FMUB,Muni National Interm,Fidelity Investments,ok,2026-07-19T07:32:20+00:00
FMUN,Muni National Interm,Fidelity Investments,ok,2026-07-19T07:32:21+00:00
FNCL,Financial,Fidelity Investments,ok,2026-07-19T07:32:21+00:00
FNDA,Small Blend,Schwab ETFs,ok,2026-07-19T07:32:22+00:00
FNDB,Large Value,Schwab ETFs,ok,2026-07-19T07:32:23+00:00
FNDC,Foreign Small/Mid Value,Schwab ETFs,ok,2026-07-19T07:32:23+00:00
FNDE,Diversified Emerging Mkts,Schwab ETFs,ok,2026-07-19T07:32:24+00:00
FNDF,Foreign Large Value,Schwab ETFs,ok,2026-07-19T07:32:25+00:00
FNDX,Large Value,Schwab ETFs,ok,2026-07-19T07:32:25+00:00
FNG,Trading--Leveraged Equity,Themes ETF Trust,ok,2026-07-19T07:32:26+00:00
FNGD,Trading--Inverse Equity,BMO Capital Markets,ok,2026-07-19T07:32:27+00:00
FNGG,Trading--Leveraged Equity,Direxion Funds,ok,2026-07-19T07:32:27+00:00
FNGO,Trading--Leveraged Equity,BMO Capital Markets,ok,2026-07-19T07:32:28+00:00
FNGS,Technology,BMO Capital Markets,ok,2026-07-19T07:32:29+00:00
FNGU,,,empty,2026-07-19T07:32:30+00:00
FNK,Small Value,First Trust,ok,2026-07-19T07:32:30+00:00
FNOV,Defined Outcome,First Trust,ok,2026-07-19T07:32:31+00:00
FNX,Mid-Cap Blend,First Trust,ok,2026-07-19T07:32:32+00:00
FNY,Mid-Cap Growth,First Trust,ok,2026-07-19T07:32:32+00:00
FOCT,Defined Outcome,First Trust,ok,2026-07-19T07:32:33+00:00
FOMG,Trading--Leveraged Equity,Themes ETF Trust,ok,2026-07-19T07:32:33+00:00
FOPC,Intermediate Core-Plus Bond,"Frontier Asset Management, LLC",ok,2026-07-19T07:32:34+00:00
FORH,Global Small/Mid Stock,Formidable Funds,ok,2026-07-19T07:32:35+00:00
FOTO,Technology,"Tuttle Capital Management, LLC",ok,2026-07-19T07:32:36+00:00
FOWF,Industrials,Pacer,ok,2026-07-19T07:32:36+00:00
FOXY,Single Currency,Simplify Asset Management,ok,2026-07-19T07:32:37+00:00
FPA,Pacific/Asia ex-Japan Stk,First Trust,ok,2026-07-19T07:32:38+00:00
FPAA,Global Moderate Allocation,FPA,ok,2026-07-19T07:32:38+00:00
FPAG,Global Large-Stock Value,FPA,ok,2026-07-19T07:32:39+00:00
FPAS,Short Government,FPA,ok,2026-07-19T07:32:40+00:00
FPE,Preferred Stock,First Trust,ok,2026-07-19T07:32:40+00:00
FPEI,Preferred Stock,First Trust,ok,2026-07-19T07:32:41+00:00
FPFD,Preferred Stock,Fidelity Investments,ok,2026-07-19T07:32:42+00:00
FPRO,Real Estate,Fidelity Investments,ok,2026-07-19T07:32:42+00:00
FPSX,Trading--Leveraged Equity,Themes ETF Trust,ok,2026-07-19T07:32:43+00:00
FPWR,,,empty,2026-07-19T07:32:44+00:00
FPX,Mid-Cap Growth,First Trust,ok,2026-07-19T07:32:44+00:00
FPXE,Europe Stock,First Trust,ok,2026-07-19T07:32:45+00:00
FPXI,Foreign Large Growth,First Trust,ok,2026-07-19T07:32:46+00:00
FQAL,Large Blend,Fidelity Investments,ok,2026-07-19T07:32:46+00:00
FRDM,Diversified Emerging Mkts,"Life + Liberty Investments, LLC",ok,2026-07-19T07:32:47+00:00
FREI,Miscellaneous Allocation,Fidelity Investments,ok,2026-07-19T07:32:48+00:00
FREL,Real Estate,Fidelity Investments,ok,2026-07-19T07:32:48+00:00
FRGN,Foreign Large Blend,Horizon Investments,ok,2026-07-19T07:32:49+00:00
FRI,Real Estate,First Trust,ok,2026-07-19T07:32:50+00:00
FRIZ,,,empty,2026-07-19T07:32:50+00:00
FRNW,Miscellaneous Sector,Fidelity Investments,ok,2026-07-19T07:32:51+00:00
FRTY,Mid-Cap Growth,Alger,ok,2026-07-19T07:32:52+00:00
FRWD,Technology,Nomura,ok,2026-07-19T07:32:52+00:00
FSCC,Small Blend,Federated,ok,2026-07-19T07:32:53+00:00
FSCS,Mid-Cap Blend,First Trust,ok,2026-07-19T07:32:54+00:00
FSEC,Securitized Bond - Diversified,Fidelity Investments,ok,2026-07-19T07:32:54+00:00
FSEG,,,empty,2026-07-19T07:32:55+00:00
FSEP,Defined Outcome,First Trust,ok,2026-07-19T07:32:56+00:00
FSEV,,,empty,2026-07-19T07:32:56+00:00
FSGS,Small Value,First Trust,ok,2026-07-19T07:32:57+00:00
FSIG,Short-Term Bond,First Trust,ok,2026-07-19T07:32:58+00:00
FSMB,Muni National Short,First Trust,ok,2026-07-19T07:32:58+00:00
FSMD,Small Blend,Fidelity Investments,ok,2026-07-19T07:32:59+00:00
FSML,,,empty,2026-07-19T07:33:00+00:00
FSOL,,,empty,2026-07-19T07:33:00+00:00
FSPC,Large Blend,First Trust,ok,2026-07-19T07:33:01+00:00
FSTA,Consumer Defensive,Fidelity Investments,ok,2026-07-19T07:33:02+00:00
FSTB,Short-Term Bond,Fidelity Investments,ok,2026-07-19T07:33:02+00:00
FSYD,High Yield Bond,Fidelity Investments,ok,2026-07-19T07:33:03+00:00
FSZ,Focused Region,First Trust,ok,2026-07-19T07:33:04+00:00
FTA,Mid-Cap Value,First Trust,ok,2026-07-19T07:33:04+00:00
FTAG,Natural Resources,First Trust,ok,2026-07-19T07:33:05+00:00
FTBD,Multisector Bond,Fidelity Investments,ok,2026-07-19T07:33:06+00:00
FTBI,Moderate Allocation,First Trust,ok,2026-07-19T07:33:06+00:00
FTC,Large Growth,First Trust,ok,2026-07-19T07:33:07+00:00
FTCA,,,empty,2026-07-19T07:33:08+00:00
FTCB,Intermediate Core Bond,First Trust,ok,2026-07-19T07:33:08+00:00
FTCE,Large Blend,First Trust,ok,2026-07-19T07:33:09+00:00
FTCS,Large Blend,First Trust,ok,2026-07-19T07:33:10+00:00
FTDS,Mid-Cap Value,First Trust,ok,2026-07-19T07:33:10+00:00
FTEC,Technology,Fidelity Investments,ok,2026-07-19T07:33:11+00:00
FTGC,Commodities Broad Basket,First Trust,ok,2026-07-19T07:33:12+00:00
FTGS,Large Blend,First Trust,ok,2026-07-19T07:33:12+00:00
FTHF,Diversified Emerging Mkts,First Trust,ok,2026-07-19T07:33:13+00:00
FTHI,Derivative Income,First Trust,ok,2026-07-19T07:33:14+00:00
FTIF,Mid-Cap Value,First Trust,ok,2026-07-19T07:33:14+00:00
FTKI,Derivative Income,First Trust,ok,2026-07-19T07:33:15+00:00
FTLS,Long-Short Equity,First Trust,ok,2026-07-19T07:33:16+00:00
FTMA,Muni Massachusetts,Franklin Templeton Investments,ok,2026-07-19T07:33:16+00:00
FTMH,,,empty,2026-07-19T07:33:17+00:00
FTMN,Muni Minnesota,Franklin Templeton Investments,ok,2026-07-19T07:33:18+00:00
FTMS,,,empty,2026-07-19T07:33:18+00:00
FTMU,,,empty,2026-07-19T07:33:19+00:00
FTNJ,Muni New Jersey,Franklin Templeton Investments,ok,2026-07-19T07:33:20+00:00
FTNY,,,empty,2026-07-19T07:33:20+00:00
FTOH,Muni Ohio,Franklin Templeton Investments,ok,2026-07-19T07:33:21+00:00
FTPA,,,empty,2026-07-19T07:33:22+00:00
FTQI,Derivative Income,First Trust,ok,2026-07-19T07:33:22+00:00
FTRB,Intermediate Core-Plus Bond,Federated,ok,2026-07-19T07:33:23+00:00
FTRI,Natural Resources,First Trust,ok,2026-07-19T07:33:24+00:00
FTSD,Short Government,Franklin Templeton Investments,ok,2026-07-19T07:33:24+00:00
FTSL,Bank Loan,First Trust,ok,2026-07-19T07:33:25+00:00
FTSM,Ultrashort Bond,First Trust,ok,2026-07-19T07:33:26+00:00
FTWO,Natural Resources,Strive AM,ok,2026-07-19T07:33:26+00:00
FTXG,Consumer Defensive,First Trust,ok,2026-07-19T07:33:27+00:00
FTXH,Health,First Trust,ok,2026-07-19T07:33:28+00:00
FTXL,Technology,First Trust,ok,2026-07-19T07:33:28+00:00
FTXN,Equity Energy,First Trust,ok,2026-07-19T07:33:29+00:00
FTXO,Financial,First Trust,ok,2026-07-19T07:33:30+00:00
FTXR,Industrials,First Trust,ok,2026-07-19T07:33:31+00:00
FUMB,Muni National Short,First Trust,ok,2026-07-19T07:33:31+00:00
FUSD,Ultrashort Bond,Federated,ok,2026-07-19T07:33:32+00:00
FUSI,Ultrashort Bond,American Century Investments,ok,2026-07-19T07:33:32+00:00
FUTG,Trading--Leveraged Equity,Themes ETF Trust,ok,2026-07-19T07:33:33+00:00
FUTY,Utilities,Fidelity Investments,ok,2026-07-19T07:33:34+00:00
FV,Mid-Cap Blend,First Trust,ok,2026-07-19T07:33:35+00:00
FVAL,Large Value,Fidelity Investments,ok,2026-07-19T07:33:35+00:00
FVC,Tactical Allocation,First Trust,ok,2026-07-19T07:33:36+00:00
FVD,Mid-Cap Value,First Trust,ok,2026-07-19T07:33:37+00:00
FWD,Global Large-Stock Growth,AllianceBernstein,ok,2026-07-19T07:33:37+00:00
FXA,Single Currency,Invesco,ok,2026-07-19T07:33:38+00:00
FXB,Single Currency,Invesco,ok,2026-07-19T07:33:38+00:00
FXC,Single Currency,Invesco,ok,2026-07-19T07:33:39+00:00
FXD,Consumer Cyclical,First Trust,ok,2026-07-19T07:33:40+00:00
FXE,Single Currency,Invesco,ok,2026-07-19T07:33:40+00:00
FXED,Conservative Allocation,Sound ETF,ok,2026-07-19T07:33:41+00:00
FXF,Single Currency,Invesco,ok,2026-07-19T07:33:42+00:00
FXG,Consumer Defensive,First Trust,ok,2026-07-19T07:33:42+00:00
FXH,Health,First Trust,ok,2026-07-19T07:33:43+00:00
FXI,Greater China Region,iShares,ok,2026-07-19T07:33:44+00:00
FXL,Technology,First Trust,ok,2026-07-19T07:33:45+00:00
FXN,Equity Energy,First Trust,ok,2026-07-19T07:33:45+00:00
FXO,Financial,First Trust,ok,2026-07-19T07:33:46+00:00
FXP,Trading--Inverse Equity,ProShares,ok,2026-07-19T07:33:47+00:00
FXR,Industrials,First Trust,ok,2026-07-19T07:33:47+00:00
FXU,Utilities,First Trust,ok,2026-07-19T07:33:48+00:00
FXY,Single Currency,Invesco,ok,2026-07-19T07:33:49+00:00
FXZ,Natural Resources,First Trust,ok,2026-07-19T07:33:49+00:00
FYC,Small Growth,First Trust,ok,2026-07-19T07:33:50+00:00
FYEE,Derivative Income,Fidelity Investments,ok,2026-07-19T07:33:51+00:00
FYLD,Foreign Small/Mid Value,Cambria,ok,2026-07-19T07:33:51+00:00
FYT,Small Value,First Trust,ok,2026-07-19T07:33:52+00:00
FYX,Small Blend,First Trust,ok,2026-07-19T07:33:53+00:00
GAA,Global Moderate Allocation,Cambria,ok,2026-07-19T07:33:53+00:00
GABF,Financial,Gabelli,ok,2026-07-19T07:33:54+00:00
GAEM,Emerging Markets Bond,Simplify Asset Management,ok,2026-07-19T07:33:55+00:00
GAID,Foreign Large Blend,Guinness Atkinson,ok,2026-07-19T07:33:55+00:00
GAL,Global Moderate Allocation,State Street Investment Management,ok,2026-07-19T07:33:56+00:00
GAMR,Communications,Amplify ETFs,ok,2026-07-19T07:33:57+00:00
GAPR,Defined Outcome,First Trust,ok,2026-07-19T07:33:57+00:00
GARA,,,empty,2026-07-19T07:33:58+00:00
GARP,,,empty,2026-07-19T07:33:59+00:00
GARY,Large Growth,Mango Growth ETF,ok,2026-07-19T07:33:59+00:00
